home_team,away_team,home_score,away_score,home_odds,away_odds,date,season,league,venue,attendance,over_under,home_rating,away_rating
Bombers,Warriors,71,66,2.12,1.89,1947-02-23,1947,NBA,Bombers,,,1349.1321,1369.3383
Ironmen,Warriors,67,69,3.98,1.34,1947-02-24,1947,NBA,Ironmen,,,1174.4745,1364.2163
Capitols,Celtics,83,59,1.24,5.09,1947-02-24,1947,NBA,Capitols,,,1467.277,1222.6729
Rebels,Bombers,76,96,2.43,1.7,1947-02-25,1947,NBA,Rebels,,,1291.7598,1354.254
Huskies,Steamrollers,83,60,2.58,1.63,1947-02-25,1947,NBA,Huskies,,,1221.7498,1300.8777
Falcons,Stags,68,72,3.33,1.43,1947-02-26,1947,NBA,Falcons,,,1245.4276,1392.4084
Knicks,Capitols,60,84,4.27,1.31,1947-02-26,1947,NBA,Knicks,,,1264.8821,1470.8075
Warriors,Bombers,75,65,2.03,1.97,1947-02-26,1947,NBA,Warriors,,,1367.5853,1372.9569
Ironmen,Rebels,53,74,2.8,1.56,1947-02-26,1947,NBA,Ironmen,,,1171.1055,1273.0569
Steamrollers,Knicks,65,73,1.83,2.2,1947-02-27,1947,NBA,Steamrollers,,,1284.1725,1252.7924
Celtics,Rebels,69,62,2.5,1.67,1947-02-28,1947,NBA,Celtics,,,1219.1423,1289.8831
Huskies,Warriors,77,69,3.19,1.46,1947-02-28,1947,NBA,Huskies,,,1238.455,1374.6681
Knicks,Huskies,63,48,1.9,2.11,1947-03-01,1947,NBA,Knicks,,,1266.6016,1248.7762
Steamrollers,Falcons,80,74,1.84,2.19,1947-03-01,1947,NBA,Steamrollers,,,1270.3633,1240.1516
Capitols,Celtics,75,52,1.23,5.37,1947-03-01,1947,NBA,Capitols,,,1482.8972,1226.672
Stags,Bombers,98,86,1.83,2.2,1947-03-02,1947,NBA,Stags,,,1397.6844,1365.8741
Rebels,Warriors,72,69,2.6,1.62,1947-03-02,1947,NBA,Rebels,,,1282.3534,1364.3468
Warriors,Huskies,76,66,1.51,2.98,1947-03-03,1947,NBA,Warriors,,,1359.121,1240.4922
Ironmen,Stags,66,69,5.22,1.24,1947-03-03,1947,NBA,Ironmen,,,1154.2793,1404.3984
Bombers,Steamrollers,71,70,1.62,2.62,1947-03-03,1947,NBA,Bombers,,,1359.1602,1274.8582
Rebels,Steamrollers,82,76,1.92,2.09,1947-03-04,1947,NBA,Rebels,,,1287.5792,1273.0466
Ironmen,Huskies,60,63,2.63,1.61,1947-03-05,1947,NBA,Ironmen,,,1151.3198,1236.5841
Capitols,Falcons,99,67,1.24,5.23,1947-03-05,1947,NBA,Capitols,,,1486.1029,1235.6567
Celtics,Falcons,74,65,2.05,1.96,1947-03-06,1947,NBA,Celtics,,,1223.4663,1231.4539
Stags,Ironmen,72,71,1.22,5.52,1947-03-06,1947,NBA,Stags,,,1407.3579,1145.4227
Warriors,Knicks,59,61,1.6,2.66,1947-03-06,1947,NBA,Warriors,,,1363.0291,1274.8856
Huskies,Capitols,70,86,5.16,1.24,1947-03-07,1947,NBA,Huskies,,,1242.4812,1490.3058
Celtics,Huskies,67,65,2.03,1.97,1947-03-08,1947,NBA,Celtics,,,1230.1863,1234.9574
Stags,Steamrollers,107,81,1.45,3.24,1947-03-08,1947,NBA,Stags,,,1408.052,1268.217
Knicks,Falcons,64,61,1.71,2.4,1947-03-08,1947,NBA,Knicks,,,1283.3843,1224.7339
Capitols,Bombers,74,73,1.45,3.2,1947-03-08,1947,NBA,Capitols,,,1497.8296,1360.9717
Rebels,Stags,78,107,3.02,1.49,1947-03-09,1947,NBA,Rebels,,,1292.4088,1414.6996
Celtics,Steamrollers,70,87,2.18,1.85,1947-03-10,1947,NBA,Celtics,,,1233.4753,1261.5695
Rebels,Ironmen,78,72,1.48,3.09,1947-03-11,1947,NBA,Rebels,,,1272.7921,1144.7286
Warriors,Capitols,77,80,3.3,1.43,1947-03-11,1947,NBA,Warriors,,,1354.5304,1499.2137
Huskies,Bombers,79,71,3.09,1.48,1947-03-11,1947,NBA,Huskies,,,1231.6683,1359.5875
Celtics,Huskies,69,57,2.17,1.86,1947-03-12,1947,NBA,Celtics,,,1214.7625,1241.6997
Falcons,Rebels,81,89,2.36,1.73,1947-03-12,1947,NBA,Falcons,,,1221.8929,1275.5651
Stags,Capitols,69,86,2.49,1.67,1947-03-13,1947,NBA,Stags,,,1434.3163,1503.921
Knicks,Bombers,78,74,2.44,1.69,1947-03-13,1947,NBA,Knicks,,,1286.2252,1349.5562
Warriors,Celtics,81,57,1.48,3.07,1947-03-13,1947,NBA,Warriors,,,1349.8231,1223.4777
Steamrollers,Huskies,71,64,1.76,2.31,1947-03-13,1947,NBA,Steamrollers,,,1280.2823,1232.9845
Stags,Warriors,70,67,1.7,2.42,1947-03-14,1947,NBA,Stags,,,1417.9938,1356.561
Steamrollers,Bombers,60,56,2.41,1.71,1947-03-15,1947,NBA,Steamrollers,,,1284.7959,1344.0581
Capitols,Knicks,78,63,1.27,4.73,1947-03-15,1947,NBA,Capitols,,,1520.2435,1291.7233
Rebels,Knicks,69,81,2.02,1.98,1947-03-16,1947,NBA,Rebels,,,1286.2437,1288.9275
Falcons,Warriors,61,67,3.27,1.44,1947-03-16,1947,NBA,Falcons,,,1211.2144,1353.7579
Celtics,Rebels,58,67,2.36,1.74,1947-03-18,1947,NBA,Celtics,,,1216.7397,1270.1802
Falcons,Bombers,59,68,3.16,1.46,1947-03-18,1947,NBA,Falcons,,,1204.6473,1338.6482
Huskies,Ironmen,64,70,1.61,2.65,1947-03-18,1947,NBA,Huskies,,,1228.4709,1141.9557
Stags,Knicks,57,65,1.51,2.95,1947-03-19,1947,NBA,Stags,,,1420.7969,1304.991
Ironmen,Bombers,54,79,4.01,1.33,1947-03-19,1947,NBA,Ironmen,,,1155.5035,1347.1998
Capitols,Steamrollers,96,95,1.26,4.82,1947-03-19,1947,NBA,Capitols,,,1523.0393,1290.2058
Warriors,Falcons,77,75,1.39,3.57,1947-03-20,1947,NBA,Warriors,,,1360.325,1196.0957
Steamrollers,Rebels,76,73,1.96,2.05,1947-03-20,1947,NBA,Steamrollers,,,1289.3866,1281.6375
Bombers,Knicks,51,49,1.8,2.25,1947-03-20,1947,NBA,Bombers,,,1360.4539,1322.0216
Huskies,Stags,83,99,3.97,1.34,1947-03-21,1947,NBA,Huskies,,,1214.9231,1403.7662
Stags,Rebels,58,67,1.46,3.18,1947-03-22,1947,NBA,Stags,,,1413.6068,1278.0375
Falcons,Ironmen,85,65,1.74,2.35,1947-03-22,1947,NBA,Falcons,,,1194.6653,1142.2495
Steamrollers,Warriors,82,103,2.49,1.67,1947-03-22,1947,NBA,Steamrollers,,,1292.9866,1361.7554
Capitols,Knicks,63,68,1.31,4.25,1947-03-22,1947,NBA,Capitols,,,1523.8585,1319.3185
Rebels,Falcons,69,63,1.58,2.72,1947-03-23,1947,NBA,Rebels,,,1297.1111,1203.2419
Bombers,Huskies,60,40,1.4,3.48,1947-03-23,1947,NBA,Bombers,,,1363.157,1205.0825
Celtics,Stags,69,80,3.97,1.34,1947-03-24,1947,NBA,Celtics,,,1205.2825,1394.5332
Ironmen,Knicks,51,65,4.19,1.31,1947-03-24,1947,NBA,Ironmen,,,1133.6729,1335.1791
Rebels,Celtics,72,64,1.55,2.81,1947-03-25,1947,NBA,Rebels,,,1300.4148,1197.5885
Falcons,Bombers,63,67,3.63,1.38,1947-03-26,1947,NBA,Falcons,,,1199.9382,1368.1692
Knicks,Steamrollers,91,84,1.67,2.49,1947-03-26,1947,NBA,Knicks,,,1343.6949,1274.0464
Ironmen,Celtics,61,74,2.49,1.67,1947-03-26,1947,NBA,Ironmen,,,1125.157,1193.8811
Capitols,Stags,105,77,1.54,2.84,1947-03-26,1947,NBA,Capitols,,,1507.9979,1402.2272
Warriors,Stags,80,73,2.08,1.93,1947-03-27,1947,NBA,Warriors,,,1380.6956,1393.8607
Huskies,Knicks,71,61,3.34,1.43,1947-03-28,1947,NBA,Huskies,,,1200.0703,1347.7479
Falcons,Huskies,66,63,2.1,1.91,1947-03-29,1947,NBA,Falcons,,,1195.104,1212.3307
Steamrollers,Stags,83,79,2.97,1.51,1947-03-29,1947,NBA,Steamrollers,,,1269.9934,1387.9205
Bombers,Celtics,59,55,1.39,3.59,1947-03-29,1947,NBA,Bombers,,,1373.0034,1207.5765
Capitols,Rebels,79,69,1.29,4.39,1947-03-29,1947,NBA,Capitols,,,1516.3644,1304.1222
Rebels,Celtics,66,71,1.58,2.74,1947-03-30,1947,NBA,Rebels,,,1301.7612,1205.7163
Warriors,Knicks,76,72,1.74,2.34,1947-03-30,1947,NBA,Warriors,,,1386.6357,1335.4875
Stags,Bombers,73,66,1.96,2.04,1947-03-31,1947,NBA,Stags,,,1381.1733,1374.8636
Rebels,Knicks,77,51,2.28,1.78,1947-04-02,1947,NBA,Rebels,,,1289.1487,1332.156
Warriors,Bombers,73,68,1.89,2.13,1947-04-02,1947,NBA,Warriors,,,1389.9673,1369.4114
Capitols,Stags,65,81,1.47,3.14,1947-04-02,1947,NBA,Capitols,,,1518.7253,1386.6256
Capitols,Stags,53,69,1.64,2.56,1947-04-03,1947,NBA,Capitols,,,1491.3843,1413.9667
Knicks,Rebels,86,74,1.94,2.07,1947-04-05,1947,NBA,Knicks,,,1316.364,1304.9407
Bombers,Warriors,73,51,2.18,1.85,1947-04-05,1947,NBA,Bombers,,,1365.1349,1394.2438
Bombers,Warriors,59,75,2.02,1.98,1947-04-06,1947,NBA,Bombers,,,1378.3704,1381.0083
Stags,Capitols,67,55,2.18,1.85,1947-04-08,1947,NBA,Stags,,,1438.0586,1467.2924
Knicks,Rebels,93,71,1.86,2.16,1947-04-09,1947,NBA,Knicks,,,1323.7344,1297.5703
Capitols,Stags,76,69,1.94,2.07,1947-04-10,1947,NBA,Capitols,,,1458.4922,1446.8588
Stags,Capitols,55,67,2.14,1.88,1947-04-12,1947,NBA,Stags,,,1441.5352,1463.8158
Warriors,Knicks,82,70,1.68,2.46,1947-04-12,1947,NBA,Warriors,,,1400.4183,1334.1049
Stags,Capitols,66,61,2.35,1.74,1947-04-13,1947,NBA,Stags,,,1426.3973,1478.9536
Knicks,Warriors,53,72,2.56,1.64,1947-04-14,1947,NBA,Knicks,,,1328.4071,1406.1161
Warriors,Stags,84,71,2.05,1.95,1947-04-16,1947,NBA,Warriors,,,1423.2423,1432.2572
Warriors,Stags,85,74,1.96,2.05,1947-04-17,1947,NBA,Warriors,,,1431.7393,1423.7603
Stags,Warriors,72,75,2.14,1.88,1947-04-19,1947,NBA,Stags,,,1416.6769,1438.8226
Stags,Warriors,74,73,2.24,1.81,1947-04-20,1947,NBA,Stags,,,1409.4009,1446.0986
Warriors,Stags,83,80,1.84,2.19,1947-04-22,1947,NBA,Warriors,,,1442.9448,1412.5547
Capitols,Baltimore,63,55,1.7,2.43,1947-11-12,1948,NBA,Capitols,,,1481.0703,1419.0
Baltimore,Celtics,85,74,1.49,3.05,1947-11-13,1948,NBA,Baltimore,,,1414.4618,1289.9966
Stags,Bombers,80,70,1.8,2.24,1947-11-13,1948,NBA,Stags,,,1433.2307,1395.4702
Knicks,Capitols,80,65,3.06,1.48,1947-11-13,1948,NBA,Knicks,,,1359.7107,1485.6085
Warriors,Steamrollers,79,64,1.48,3.08,1947-11-13,1948,NBA,Warriors,,,1460.8939,1333.8054
Celtics,Warriors,74,79,3.81,1.36,1947-11-14,1948,NBA,Celtics,,,1285.9733,1465.7465
Celtics,Capitols,73,69,3.99,1.33,1947-11-15,1948,NBA,Celtics,,,1280.8508,1470.8373
Stags,Baltimore,63,67,1.89,2.13,1947-11-15,1948,NBA,Stags,,,1439.0546,1418.4851
Knicks,Bombers,73,67,2.09,1.92,1947-11-15,1948,NBA,Knicks,,,1374.4819,1389.6464
Steamrollers,Warriors,78,80,3.26,1.44,1947-11-15,1948,NBA,Steamrollers,,,1328.9529,1470.8689
Celtics,Bombers,50,65,2.73,1.58,1947-11-18,1948,NBA,Celtics,,,1289.3925,1384.1389
Steamrollers,Knicks,69,87,2.37,1.73,1947-11-18,1948,NBA,Steamrollers,,,1324.8391,1379.9894
Knicks,Stags,63,81,2.2,1.83,1947-11-19,1948,NBA,Knicks,,,1397.8147,1429.7191
Capitols,Warriors,74,67,2.08,1.93,1947-11-19,1948,NBA,Capitols,,,1462.2957,1474.9827
Baltimore,Knicks,68,56,1.75,2.33,1947-11-20,1948,NBA,Baltimore,,,1427.8206,1378.5894
Stags,Capitols,81,77,2.12,1.89,1947-11-20,1948,NBA,Stags,,,1448.9443,1468.2236
Warriors,Celtics,57,67,1.33,4.04,1947-11-20,1948,NBA,Warriors,,,1469.0547,1275.6677
Bombers,Steamrollers,73,67,1.59,2.69,1947-11-20,1948,NBA,Bombers,,,1397.8636,1307.0138
Celtics,Baltimore,73,89,3.18,1.46,1947-11-21,1948,NBA,Celtics,,,1298.5594,1434.0065
Baltimore,Stags,75,72,2.04,1.96,1947-11-22,1948,NBA,Baltimore,,,1446.2875,1453.5292
Celtics,Steamrollers,65,62,2.11,1.9,1947-11-22,1948,NBA,Celtics,,,1286.2784,1303.6595
Knicks,Warriors,78,83,2.53,1.65,1947-11-22,1948,NBA,Knicks,,,1372.4034,1446.163
Bombers,Capitols,70,62,2.43,1.7,1947-11-22,1948,NBA,Bombers,,,1401.2179,1463.6388
Celtics,Knicks,75,91,2.53,1.65,1947-11-25,1948,NBA,Celtics,,,1290.2985,1364.6733
Knicks,Celtics,63,65,1.55,2.83,1947-11-26,1948,NBA,Knicks,,,1380.0829,1274.8889
Capitols,Bombers,83,64,1.76,2.31,1947-11-26,1948,NBA,Capitols,,,1455.7742,1409.0825
Warriors,Knicks,59,81,1.62,2.61,1947-11-27,1948,NBA,Warriors,,,1453.8931,1371.2363
Steamrollers,Baltimore,61,76,3.38,1.42,1947-11-27,1948,NBA,Steamrollers,,,1299.6395,1450.1345
Celtics,Capitols,92,83,3.83,1.35,1947-11-28,1948,NBA,Celtics,,,1283.7355,1464.2799
Stags,Warriors,75,71,1.86,2.16,1947-11-28,1948,NBA,Stags,,,1449.6821,1423.4999
Bombers,Baltimore,67,71,2.42,1.71,1947-11-29,1948,NBA,Bombers,,,1400.5768,1461.2076
Capitols,Steamrollers,78,85,1.39,3.55,1947-11-29,1948,NBA,Capitols,,,1451.506,1288.5664
Knicks,Capitols,62,70,2.21,1.83,1947-12-01,1948,NBA,Knicks,,,1401.6295,1434.0424
Celtics,Baltimore,69,77,3.69,1.37,1947-12-02,1948,NBA,Celtics,,,1296.5094,1468.4745
Steamrollers,Bombers,66,86,2.65,1.61,1947-12-02,1948,NBA,Steamrollers,,,1306.03,1393.3099
Stags,Capitols,81,73,1.96,2.05,1947-12-03,1948,NBA,Stags,,,1453.4275,1445.4846
Warriors,Baltimore,58,73,2.38,1.73,1947-12-03,1948,NBA,Warriors,,,1419.7545,1475.3063
Baltimore,Bombers,51,65,1.63,2.59,1947-12-04,1948,NBA,Baltimore,,,1491.0424,1410.4642
Celtics,Steamrollers,73,69,2.0,2.0,1947-12-05,1948,NBA,Celtics,,,1289.6776,1288.8757
Stags,Baltimore,73,65,2.06,1.95,1947-12-06,1948,NBA,Stags,,,1459.2689,1468.8303
Steamrollers,Knicks,85,114,2.84,1.54,1947-12-06,1948,NBA,Steamrollers,,,1284.6752,1390.1873
Knicks,Bombers,71,56,2.13,1.88,1947-12-08,1948,NBA,Knicks,,,1411.09,1432.6763
Warriors,Steamrollers,78,74,1.45,3.24,1947-12-09,1948,NBA,Warriors,,,1404.0184,1263.7725
Celtics,Knicks,75,79,3.08,1.48,1947-12-10,1948,NBA,Celtics,,,1293.8782,1420.947
Baltimore,Capitols,69,71,1.88,2.14,1947-12-11,1948,NBA,Baltimore,,,1462.519,1439.6432
Warriors,Bombers,69,74,2.1,1.91,1947-12-11,1948,NBA,Warriors,,,1406.146,1422.8192
Celtics,Warriors,69,67,2.87,1.53,1947-12-12,1948,NBA,Celtics,,,1288.1692,1396.8315
Stags,Bombers,75,85,1.82,2.21,1947-12-12,1948,NBA,Stags,,,1465.5802,1432.1337
Baltimore,Knicks,66,80,1.85,2.18,1947-12-13,1948,NBA,Baltimore,,,1455.3406,1426.656
Capitols,Steamrollers,88,72,1.34,3.9,1947-12-13,1948,NBA,Capitols,,,1446.8217,1261.6449
Knicks,Warriors,71,74,1.73,2.37,1947-12-15,1948,NBA,Knicks,,,1446.074,1391.8447
Celtics,Steamrollers,67,66,1.82,2.22,1947-12-17,1948,NBA,Celtics,,,1293.156,1257.9304
Capitols,Baltimore,66,64,1.92,2.09,1947-12-17,1948,NBA,Capitols,,,1450.5361,1435.9226
Baltimore,Bombers,74,67,2.09,1.92,1947-12-18,1948,NBA,Baltimore,,,1432.9059,1448.0066
Stags,Capitols,64,70,2.02,1.98,1947-12-18,1948,NBA,Stags,,,1449.7073,1453.5529
Warriors,Knicks,71,99,2.23,1.81,1947-12-18,1948,NBA,Warriors,,,1400.8809,1437.0378
Celtics,Bombers,78,70,3.32,1.43,1947-12-19,1948,NBA,Celtics,,,1295.4513,1442.0165
Knicks,Celtics,70,58,1.41,3.47,1947-12-20,1948,NBA,Knicks,,,1462.9384,1306.1383
Steamrollers,Warriors,74,80,2.99,1.5,1947-12-20,1948,NBA,Steamrollers,,,1255.6351,1374.9803
Capitols,Bombers,52,55,1.83,2.21,1947-12-20,1948,NBA,Capitols,,,1464.1909,1431.3295
Stags,Baltimore,93,83,2.0,2.0,1947-12-21,1948,NBA,Stags,,,1439.0692,1438.896
Celtics,Stags,75,83,3.28,1.44,1947-12-23,1948,NBA,Celtics,,,1302.5533,1445.981
Steamrollers,Knicks,66,58,4.51,1.28,1947-12-23,1948,NBA,Steamrollers,,,1248.4438,1466.5233
Baltimore,Stags,87,70,2.13,1.88,1947-12-25,1948,NBA,Baltimore,,,1431.9843,1453.6643
Knicks,Steamrollers,89,75,1.33,4.01,1947-12-25,1948,NBA,Knicks,,,1453.2147,1261.7524
Bombers,Capitols,56,73,2.1,1.91,1947-12-25,1948,NBA,Bombers,,,1439.8669,1455.6534
Warriors,Steamrollers,89,61,1.49,3.04,1947-12-26,1948,NBA,Warriors,,,1382.1716,1258.4694
Celtics,Steamrollers,74,63,1.78,2.29,1947-12-27,1948,NBA,Celtics,,,1294.87,1250.84
Knicks,Stags,70,79,1.92,2.08,1947-12-27,1948,NBA,Knicks,,,1456.4978,1442.936
Capitols,Warriors,72,70,1.61,2.63,1947-12-27,1948,NBA,Capitols,,,1475.093,1389.801
Bombers,Baltimore,67,63,2.14,1.88,1947-12-28,1948,NBA,Bombers,,,1420.4274,1442.7125
Celtics,Warriors,70,64,2.65,1.61,1947-12-30,1948,NBA,Celtics,,,1300.8699,1387.6461
Steamrollers,Stags,73,85,4.39,1.29,1947-12-30,1948,NBA,Steamrollers,,,1244.8401,1457.0226
Baltimore,Warriors,60,72,1.72,2.39,1948-01-01,1948,NBA,Baltimore,,,1438.0684,1380.2854
Bombers,Celtics,58,48,1.51,2.96,1948-01-01,1948,NBA,Bombers,,,1425.0715,1308.2306
Warriors,Capitols,69,60,2.57,1.64,1948-01-02,1948,NBA,Warriors,,,1399.2664,1477.2479
Knicks,Baltimore,70,79,1.87,2.14,1948-01-03,1948,NBA,Knicks,,,1442.4113,1419.0874
Steamrollers,Stags,76,79,4.69,1.27,1948-01-03,1948,NBA,Steamrollers,,,1237.4949,1464.3678
Capitols,Celtics,95,60,1.39,3.57,1948-01-03,1948,NBA,Capitols,,,1468.288,1304.2864
Bombers,Warriors,80,66,1.89,2.13,1948-01-04,1948,NBA,Bombers,,,1429.0157,1408.2263
Baltimore,Steamrollers,82,64,1.32,4.15,1948-01-06,1948,NBA,Baltimore,,,1433.5667,1234.1946
Knicks,Stags,74,79,2.26,1.8,1948-01-07,1948,NBA,Knicks,,,1427.932,1467.6681
Baltimore,Stags,78,75,2.25,1.8,1948-01-08,1948,NBA,Baltimore,,,1437.2885,1476.3317
Bombers,Capitols,76,73,2.25,1.8,1948-01-08,1948,NBA,Bombers,,,1436.8234,1475.5432
Warriors,Stags,60,77,2.51,1.66,1948-01-09,1948,NBA,Warriors,,,1400.4187,1471.9268
Steamrollers,Celtics,70,57,2.47,1.68,1948-01-10,1948,NBA,Steamrollers,,,1230.4728,1297.0311
Capitols,Warriors,106,99,1.61,2.65,1948-01-10,1948,NBA,Capitols,,,1471.1442,1384.2031
Celtics,Capitols,84,56,3.96,1.34,1948-01-11,1948,NBA,Celtics,,,1286.2427,1474.8654
Stags,Knicks,99,86,1.67,2.49,1948-01-11,1948,NBA,Stags,,,1488.1423,1419.2684
Bombers,Baltimore,69,54,2.0,2.0,1948-01-11,1948,NBA,Bombers,,,1441.2224,1441.6934
Capitols,Stags,75,67,2.31,1.76,1948-01-14,1948,NBA,Capitols,,,1446.8906,1494.0676
Steamrollers,Baltimore,78,98,4.01,1.33,1948-01-15,1948,NBA,Steamrollers,,,1241.2612,1432.7007
Bombers,Knicks,55,59,1.81,2.24,1948-01-15,1948,NBA,Bombers,,,1450.2151,1413.3431
Celtics,Stags,75,61,3.7,1.37,1948-01-16,1948,NBA,Celtics,,,1314.2174,1486.6708
Warriors,Baltimore,72,63,2.44,1.69,1948-01-16,1948,NBA,Warriors,,,1380.4819,1444.0375
Baltimore,Warriors,77,79,1.76,2.31,1948-01-17,1948,NBA,Baltimore,,,1435.5679,1388.9515
Capitols,Knicks,78,62,1.84,2.2,1948-01-17,1948,NBA,Capitols,,,1454.2875,1423.1067
Stags,Celtics,72,48,1.45,3.23,1948-01-18,1948,NBA,Stags,,,1470.2111,1330.6771
Bombers,Steamrollers,70,61,1.3,4.36,1948-01-18,1948,NBA,Bombers,,,1440.4515,1229.9244
Knicks,Warriors,57,63,1.9,2.11,1948-01-19,1948,NBA,Knicks,,,1414.9713,1396.6074
Warriors,Bombers,82,59,2.22,1.82,1948-01-20,1948,NBA,Warriors,,,1407.9513,1442.6873
Capitols,Bombers,81,74,1.82,2.21,1948-01-21,1948,NBA,Capitols,,,1462.4229,1428.7037
Baltimore,Bombers,68,71,1.98,2.02,1948-01-22,1948,NBA,Baltimore,,,1427.912,1423.8926
Stags,Steamrollers,50,56,1.24,5.19,1948-01-22,1948,NBA,Stags,,,1476.4993,1227.6887
Warriors,Celtics,54,61,1.57,2.75,1948-01-22,1948,NBA,Warriors,,,1421.9348,1324.3889
Celtics,Knicks,58,74,2.45,1.69,1948-01-23,1948,NBA,Celtics,,,1339.5198,1403.6274
Knicks,Baltimore,58,72,2.0,2.0,1948-01-24,1948,NBA,Knicks,,,1419.5917,1420.0409
Capitols,Steamrollers,69,60,1.28,4.56,1948-01-24,1948,NBA,Capitols,,,1467.234,1246.6008
Bombers,Celtics,72,54,1.54,2.86,1948-01-25,1948,NBA,Bombers,,,1431.7637,1323.5555
Celtics,Warriors,68,77,2.67,1.6,1948-01-27,1948,NBA,Celtics,,,1317.5045,1406.804
Stags,Baltimore,78,74,1.89,2.12,1948-01-27,1948,NBA,Stags,,,1457.5872,1437.9136
Steamrollers,Bombers,61,94,4.04,1.33,1948-01-27,1948,NBA,Steamrollers,,,1244.4879,1437.8147
Knicks,Steamrollers,75,73,1.37,3.71,1948-01-28,1948,NBA,Knicks,,,1401.719,1228.3975
Warriors,Knicks,60,66,1.92,2.08,1948-01-29,1948,NBA,Warriors,,,1416.9241,1403.0808
Bombers,Stags,62,60,2.04,1.96,1948-01-29,1948,NBA,Bombers,,,1453.9052,1461.4459
Baltimore,Capitols,95,71,2.23,1.82,1948-01-30,1948,NBA,Baltimore,,,1434.0548,1469.3469
Celtics,Steamrollers,69,79,1.63,2.59,1948-01-30,1948,NBA,Celtics,,,1307.3844,1227.0356
Knicks,Celtics,66,64,1.49,3.05,1948-01-31,1948,NBA,Knicks,,,1414.2804,1289.4725
Steamrollers,Baltimore,62,68,4.23,1.31,1948-01-31,1948,NBA,Steamrollers,,,1244.9475,1448.5005
Bombers,Warriors,60,66,1.74,2.35,1948-01-31,1948,NBA,Bombers,,,1457.2344,1405.7245
Capitols,Stags,54,48,2.02,1.98,1948-01-31,1948,NBA,Capitols,,,1454.9012,1458.1167
Stags,Warriors,78,85,1.82,2.22,1948-02-01,1948,NBA,Stags,,,1452.8888,1418.1349
Steamrollers,Knicks,62,78,3.76,1.36,1948-02-03,1948,NBA,Steamrollers,,,1239.8739,1416.0427
Knicks,Steamrollers,108,69,1.32,4.11,1948-02-04,1948,NBA,Knicks,,,1426.4344,1229.4822
Capitols,Baltimore,77,72,1.96,2.04,1948-02-04,1948,NBA,Capitols,,,1460.1292,1453.5741
Baltimore,Steamrollers,100,74,1.27,4.68,1948-02-05,1948,NBA,Baltimore,,,1449.0182,1222.915
Warriors,Capitols,60,72,2.21,1.82,1948-02-05,1948,NBA,Warriors,,,1431.0483,1464.6851
Bombers,Stags,71,77,1.97,2.03,1948-02-05,1948,NBA,Bombers,,,1444.824,1439.9753
Celtics,Knicks,57,68,3.31,1.43,1948-02-06,1948,NBA,Celtics,,,1287.7102,1433.0016
Steamrollers,Capitols,64,86,5.48,1.22,1948-02-07,1948,NBA,Steamrollers,,,1218.7644,1479.2928
Bombers,Warriors,67,54,1.9,2.11,1948-02-07,1948,NBA,Bombers,,,1433.9106,1416.4406
Stags,Warriors,80,74,1.79,2.27,1948-02-08,1948,NBA,Stags,,,1450.8887,1408.8892
Knicks,Celtics,80,68,1.39,3.57,1948-02-08,1948,NBA,Knicks,,,1442.2505,1278.4613
Capitols,Steamrollers,79,60,1.2,5.96,1948-02-10,1948,NBA,Capitols,,,1488.1107,1209.9465
Stags,Bombers,78,80,1.92,2.08,1948-02-11,1948,NBA,Stags,,,1455.1427,1441.462
Knicks,Steamrollers,86,63,1.25,4.94,1948-02-11,1948,NBA,Knicks,,,1445.7035,1207.4745
Baltimore,Knicks,96,86,1.98,2.02,1948-02-12,1948,NBA,Baltimore,,,1453.1688,1449.2552
Warriors,Celtics,69,60,1.47,3.11,1948-02-12,1948,NBA,Warriors,,,1404.6351,1275.0083
Bombers,Stags,74,80,2.0,2.0,1948-02-12,1948,NBA,Bombers,,,1448.4569,1448.1478
Celtics,Steamrollers,79,73,1.68,2.48,1948-02-13,1948,NBA,Celtics,,,1271.5461,1203.9227
Knicks,Warriors,78,47,1.82,2.22,1948-02-14,1948,NBA,Knicks,,,1442.4573,1408.0973
Capitols,Celtics,72,58,1.29,4.45,1948-02-14,1948,NBA,Capitols,,,1490.5828,1275.3085
Stags,Steamrollers,79,85,1.23,5.43,1948-02-15,1948,NBA,Stags,,,1458.9172,1200.1604
Bombers,Baltimore,69,63,2.14,1.88,1948-02-15,1948,NBA,Bombers,,,1437.6875,1459.9668
Capitols,Knicks,75,79,1.8,2.25,1948-02-18,1948,NBA,Capitols,,,1493.4597,1455.2257
Celtics,Baltimore,76,79,3.85,1.35,1948-02-19,1948,NBA,Celtics,,,1272.4315,1454.2886
Stags,Knicks,82,74,2.16,1.86,1948-02-19,1948,NBA,Stags,,,1439.6672,1465.0251
Warriors,Capitols,84,76,2.66,1.6,1948-02-19,1948,NBA,Warriors,,,1395.3289,1483.6603
Bombers,Steamrollers,78,69,1.28,4.63,1948-02-19,1948,NBA,Bombers,,,1443.3657,1219.4104
Steamrollers,Stags,73,92,4.74,1.27,1948-02-21,1948,NBA,Steamrollers,,,1217.3364,1446.4221
Capitols,Baltimore,85,72,1.91,2.1,1948-02-21,1948,NBA,Capitols,,,1474.9669,1458.3218
Celtics,Stags,77,97,3.94,1.34,1948-02-22,1948,NBA,Celtics,,,1268.3983,1455.6591
Bombers,Knicks,80,71,2.08,1.93,1948-02-22,1948,NBA,Bombers,,,1445.4397,1458.2703
