home_team,away_team,home_score,away_score,home_odds,away_odds,date,stadium,attendance,season,league,pitcher_home,pitcher_away,weather,runs,hits,errors
Seattle Mariners,Oakland Athletics,3,2,1.95,1.95,2016-09-30,Safeco Field,,2016,MLB,,,,5,21,0
San Francisco Giants,Colorado Rockies,7,2,1.95,1.95,2016-09-30,AT&T Park,,2016,MLB,,,,9,20,2
Philadelphia Phillies,New York Mets,1,5,1.95,1.95,2016-09-30,Citizens Bank Park,,2016,MLB,,,,6,16,1
Washington Nationals,Miami Marlins,4,7,1.95,1.95,2016-09-30,Nationals Park,,2016,MLB,,,,11,19,2
New York Yankees,Baltimore Orioles,1,8,1.95,1.95,2016-09-30,Yankee Stadium,,2016,MLB,,,,9,13,1
Cincinnati Reds,Chicago Cubs,3,7,1.95,1.95,2016-09-30,Great American Ball Park,,2016,MLB,,,,10,13,0
Boston Red Sox,Toronto Blue Jays,5,3,1.95,1.95,2016-09-30,Fenway Park,,2016,MLB,,,,8,20,2
Atlanta Braves,Detroit Tigers,2,6,1.95,1.95,2016-09-30,Turner Field,,2016,MLB,,,,8,17,0
Texas Rangers,Tampa Bay Rays,3,1,1.95,1.95,2016-10-01,Globe Life Park in Arlington,,2016,MLB,,,,4,14,2
Chicago White Sox,Minnesota Twins,7,3,1.95,1.95,2016-10-01,U.S. Cellular Field,,2016,MLB,,,,10,18,1
Colorado Rockies,Milwaukee Brewers,4,1,1.95,1.95,2016-10-01,Coors Field,,2016,MLB,,,,5,18,0
Kansas City Royals,Cleveland Indians,2,7,1.95,1.95,2016-10-01,Kauffman Stadium,,2016,MLB,,,,9,15,2
St. Louis Cardinals,Pittsburgh Pirates,7,0,1.95,1.95,2016-10-01,Busch Stadium,,2016,MLB,,,,7,12,2
Arizona Diamondbacks,San Diego Padres,5,3,1.95,1.95,2016-10-01,Chase Field,,2016,MLB,,,,8,15,3
Los Angeles Angels,Houston Astros,7,1,1.95,1.95,2016-10-01,Angel Stadium of Anaheim,,2016,MLB,,,,8,14,1
Seattle Mariners,Oakland Athletics,5,1,1.95,1.95,2016-10-01,Safeco Field,,2016,MLB,,,,6,9,1
San Francisco Giants,Los Angeles Dodgers,9,3,1.95,1.95,2016-10-01,AT&T Park,,2016,MLB,,,,12,22,0
St. Louis Cardinals,Pittsburgh Pirates,4,3,1.95,1.95,2016-10-01,Busch Stadium,,2016,MLB,,,,7,18,0
Philadelphia Phillies,New York Mets,3,5,1.95,1.95,2016-10-01,Citizens Bank Park,,2016,MLB,,,,8,19,0
San Francisco Giants,Los Angeles Dodgers,3,0,1.95,1.95,2016-10-01,AT&T Park,,2016,MLB,,,,3,10,1
Washington Nationals,Miami Marlins,2,1,1.95,1.95,2016-10-01,Nationals Park,,2016,MLB,,,,3,11,1
New York Yankees,Baltimore Orioles,7,3,1.95,1.95,2016-10-01,Yankee Stadium,,2016,MLB,,,,10,21,0
Cincinnati Reds,Chicago Cubs,7,4,1.95,1.95,2016-10-01,Great American Ball Park,,2016,MLB,,,,11,18,1
Kansas City Royals,Cleveland Indians,3,6,1.95,1.95,2016-10-01,Kauffman Stadium,,2016,MLB,,,,9,16,1
Boston Red Sox,Toronto Blue Jays,3,4,1.95,1.95,2016-10-01,Fenway Park,,2016,MLB,,,,7,9,0
Atlanta Braves,Detroit Tigers,5,3,1.95,1.95,2016-10-01,Turner Field,,2016,MLB,,,,8,15,0
Chicago White Sox,Minnesota Twins,0,6,1.95,1.95,2016-10-01,U.S. Cellular Field,,2016,MLB,,,,6,9,0
Texas Rangers,Tampa Bay Rays,1,4,1.95,1.95,2016-10-02,Globe Life Park in Arlington,,2016,MLB,,,,5,8,2
Arizona Diamondbacks,San Diego Padres,9,5,1.95,1.95,2016-10-02,Chase Field,,2016,MLB,,,,14,21,3
Colorado Rockies,Milwaukee Brewers,3,4,1.95,1.95,2016-10-02,Coors Field,,2016,MLB,,,,7,19,2
Los Angeles Angels,Houston Astros,0,3,1.95,1.95,2016-10-02,Angel Stadium of Anaheim,,2016,MLB,,,,3,14,1
Seattle Mariners,Oakland Athletics,8,9,1.95,1.95,2016-10-02,Safeco Field,,2016,MLB,,,,17,29,3
Los Angeles Angels,Houston Astros,8,1,1.95,1.95,2016-10-02,Angel Stadium of Anaheim,,2016,MLB,,,,9,16,0
San Francisco Giants,Los Angeles Dodgers,7,1,1.95,1.95,2016-10-02,AT&T Park,,2016,MLB,,,,8,20,1
Texas Rangers,Tampa Bay Rays,4,6,1.95,1.95,2016-10-02,Globe Life Park in Arlington,,2016,MLB,,,,10,24,2
Boston Red Sox,Toronto Blue Jays,1,2,1.95,1.95,2016-10-02,Fenway Park,,2016,MLB,,,,3,13,1
Philadelphia Phillies,New York Mets,5,2,1.95,1.95,2016-10-02,Citizens Bank Park,,2016,MLB,,,,7,18,3
Washington Nationals,Miami Marlins,10,7,1.95,1.95,2016-10-02,Nationals Park,,2016,MLB,,,,17,24,0
New York Yankees,Baltimore Orioles,2,5,1.95,1.95,2016-10-02,Yankee Stadium,,2016,MLB,,,,7,17,0
Cincinnati Reds,Chicago Cubs,4,7,1.95,1.95,2016-10-02,Great American Ball Park,,2016,MLB,,,,11,15,0
Arizona Diamondbacks,San Diego Padres,3,2,1.95,1.95,2016-10-02,Chase Field,,2016,MLB,,,,5,16,0
Seattle Mariners,Oakland Athletics,2,3,1.95,1.95,2016-10-02,Safeco Field,,2016,MLB,,,,5,13,0
Atlanta Braves,Detroit Tigers,1,0,1.95,1.95,2016-10-02,Turner Field,,2016,MLB,,,,1,11,1
Chicago White Sox,Minnesota Twins,3,6,1.95,1.95,2016-10-02,U.S. Cellular Field,,2016,MLB,,,,9,15,0
Colorado Rockies,Milwaukee Brewers,4,6,1.95,1.95,2016-10-02,Coors Field,,2016,MLB,,,,10,23,1
Kansas City Royals,Cleveland Indians,2,3,1.95,1.95,2016-10-02,Kauffman Stadium,,2016,MLB,,,,5,10,0
St. Louis Cardinals,Pittsburgh Pirates,10,4,1.95,1.95,2016-10-02,Busch Stadium,,2016,MLB,,,,14,21,2
Toronto Blue Jays,Baltimore Orioles,5,2,1.95,1.95,2016-10-05,Rogers Centre,,2016,MLB,,,,7,13,0
New York Mets,San Francisco Giants,0,3,1.95,1.95,2016-10-06,Citi Field,,2016,MLB,,,,3,9,0
Texas Rangers,Toronto Blue Jays,1,10,1.95,1.95,2016-10-06,Globe Life Park in Arlington,,2016,MLB,,,,11,17,1
Cleveland Indians,Boston Red Sox,5,4,1.95,1.95,2016-10-07,Progressive Field,,2016,MLB,,,,9,20,0
Texas Rangers,Toronto Blue Jays,3,5,1.95,1.95,2016-10-07,Globe Life Park in Arlington,,2016,MLB,,,,8,19,0
Cleveland Indians,Boston Red Sox,6,0,1.95,1.95,2016-10-07,Progressive Field,,2016,MLB,,,,6,12,1
Washington Nationals,Los Angeles Dodgers,3,4,1.95,1.95,2016-10-07,Nationals Park,,2016,MLB,,,,7,17,1
Chicago Cubs,San Francisco Giants,1,0,1.95,1.95,2016-10-08,Wrigley Field,,2016,MLB,,,,1,9,0
Chicago Cubs,San Francisco Giants,5,2,1.95,1.95,2016-10-09,Wrigley Field,,2016,MLB,,,,7,15,3
Washington Nationals,Los Angeles Dodgers,5,2,1.95,1.95,2016-10-09,Nationals Park,,2016,MLB,,,,7,17,0
Toronto Blue Jays,Texas Rangers,7,6,1.95,1.95,2016-10-09,Rogers Centre,,2016,MLB,,,,13,14,1
Los Angeles Dodgers,Washington Nationals,3,8,1.95,1.95,2016-10-10,Dodger Stadium,,2016,MLB,,,,11,15,1
Boston Red Sox,Cleveland Indians,3,4,1.95,1.95,2016-10-10,Fenway Park,,2016,MLB,,,,7,15,0
San Francisco Giants,Chicago Cubs,6,5,1.95,1.95,2016-10-11,AT&T Park,,2016,MLB,,,,11,23,3
Los Angeles Dodgers,Washington Nationals,6,5,1.95,1.95,2016-10-11,Dodger Stadium,,2016,MLB,,,,11,15,0
San Francisco Giants,Chicago Cubs,5,6,1.95,1.95,2016-10-12,AT&T Park,,2016,MLB,,,,11,17,2
Washington Nationals,Los Angeles Dodgers,3,4,1.95,1.95,2016-10-14,Nationals Park,,2016,MLB,,,,7,15,0
Cleveland Indians,Toronto Blue Jays,2,0,1.95,1.95,2016-10-15,Progressive Field,,2016,MLB,,,,2,13,0
Cleveland Indians,Toronto Blue Jays,2,1,1.95,1.95,2016-10-15,Progressive Field,,2016,MLB,,,,3,7,1
Chicago Cubs,Los Angeles Dodgers,8,4,1.95,1.95,2016-10-16,Wrigley Field,,2016,MLB,,,,12,18,0
Chicago Cubs,Los Angeles Dodgers,0,1,1.95,1.95,2016-10-17,Wrigley Field,,2016,MLB,,,,1,5,1
Toronto Blue Jays,Cleveland Indians,2,4,1.95,1.95,2016-10-18,Rogers Centre,,2016,MLB,,,,6,14,0
Toronto Blue Jays,Cleveland Indians,5,1,1.95,1.95,2016-10-18,Rogers Centre,,2016,MLB,,,,6,11,1
Los Angeles Dodgers,Chicago Cubs,6,0,1.95,1.95,2016-10-19,Dodger Stadium,,2016,MLB,,,,6,14,0
Toronto Blue Jays,Cleveland Indians,0,3,1.95,1.95,2016-10-19,Rogers Centre,,2016,MLB,,,,3,12,1
Los Angeles Dodgers,Chicago Cubs,2,10,1.95,1.95,2016-10-20,Dodger Stadium,,2016,MLB,,,,12,19,5
Los Angeles Dodgers,Chicago Cubs,4,8,1.95,1.95,2016-10-21,Dodger Stadium,,2016,MLB,,,,12,22,1
Chicago Cubs,Los Angeles Dodgers,5,0,1.95,1.95,2016-10-23,Wrigley Field,,2016,MLB,,,,5,9,2
Cleveland Indians,Chicago Cubs,6,0,1.95,1.95,2016-10-26,Progressive Field,,2016,MLB,,,,6,17,0
Cleveland Indians,Chicago Cubs,1,5,1.95,1.95,2016-10-26,Progressive Field,,2016,MLB,,,,6,13,2
Chicago Cubs,Cleveland Indians,0,1,1.95,1.95,2016-10-29,Wrigley Field,,2016,MLB,,,,1,13,1
Chicago Cubs,Cleveland Indians,2,7,1.95,1.95,2016-10-30,Wrigley Field,,2016,MLB,,,,9,17,2
Chicago Cubs,Cleveland Indians,3,2,1.95,1.95,2016-10-31,Wrigley Field,,2016,MLB,,,,5,13,1
Cleveland Indians,Chicago Cubs,3,9,1.95,1.95,2016-11-02,Progressive Field,,2016,MLB,,,,12,19,1
Cleveland Indians,Chicago Cubs,7,8,1.95,1.95,2016-11-03,Progressive Field,,2016,MLB,,,,15,24,4
Arizona Diamondbacks,Grand Canyon Antelopes,9,1,1.95,1.95,2017-02-22,Salt River Fields at Talking Stick,,2017,MLB,,,,10,11,1
Detroit Tigers,Florida Southern Mocs,8,0,1.95,1.95,2017-02-23,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,8,15,1
Philadelphia Phillies,Tampa Spartans,6,0,1.95,1.95,2017-02-23,Spectrum Field,,2017,MLB,,,,6,14,2
Boston Red Sox,Northeastern Huskies,9,6,1.95,1.95,2017-02-23,JetBlue Park,,2017,MLB,,,,15,17,1
Detroit Tigers,Baltimore Orioles,0,2,1.95,1.95,2017-02-24,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,2,12,2
Boston Red Sox,New York Mets,2,3,1.95,1.95,2017-02-24,JetBlue Park,,2017,MLB,,,,5,10,1
New York Yankees,Philadelphia Phillies,9,4,1.95,1.95,2017-02-24,George M. Steinbrenner Field,,2017,MLB,,,,13,16,3
San Francisco Giants,Cincinnati Reds,6,4,1.95,1.95,2017-02-24,Scottsdale Stadium,,2017,MLB,,,,10,20,1
Milwaukee Brewers,Wisconsin-Milwaukee Panthers,11,0,1.95,1.95,2017-02-24,Maryvale Baseball Park,,2017,MLB,,,,11,14,3
Minnesota Twins,Tampa Bay Rays,1,3,1.95,1.95,2017-02-25,CenturyLink Sports Complex,,2017,MLB,,,,4,18,3
Detroit Tigers,Houston Astros,11,4,1.95,1.95,2017-02-25,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,15,23,2
New York Mets,Washington Nationals,6,8,1.95,1.95,2017-02-25,First Data Field,,2017,MLB,,,,14,18,2
Pittsburgh Pirates,Baltimore Orioles,6,2,1.95,1.95,2017-02-25,LECOM Park,,2017,MLB,,,,8,15,3
Tampa Bay Rays,Pittsburgh Pirates,2,7,1.95,1.95,2017-02-25,Charlotte Sports Park,,2017,MLB,,,,9,18,2
Boston Red Sox,Minnesota Twins,8,7,1.95,1.95,2017-02-25,JetBlue Park,,2017,MLB,,,,15,24,2
Atlanta Braves,Toronto Blue Jays,7,4,1.95,1.95,2017-02-25,Champion Stadium,,2017,MLB,,,,11,21,1
Miami Marlins,St. Louis Cardinals,8,7,1.95,1.95,2017-02-25,Roger Dean Stadium,,2017,MLB,,,,15,19,1
Philadelphia Phillies,New York Yankees,6,5,1.95,1.95,2017-02-25,Spectrum Field,,2017,MLB,,,,11,17,1
Cleveland Indians,Cincinnati Reds,8,2,1.95,1.95,2017-02-25,Goodyear Ballpark,,2017,MLB,,,,10,25,2
Chicago Cubs,Oakland Athletics,4,3,1.95,1.95,2017-02-25,Sloan Park,,2017,MLB,,,,7,15,0
San Francisco Giants,Chicago Cubs,8,6,1.95,1.95,2017-02-25,Scottsdale Stadium,,2017,MLB,,,,14,21,2
Texas Rangers,Kansas City Royals,5,7,1.95,1.95,2017-02-25,Surprise Stadium,,2017,MLB,,,,12,17,1
Los Angeles Dodgers,Chicago White Sox,5,3,1.95,1.95,2017-02-25,Camelback Ranch,,2017,MLB,,,,8,17,0
Arizona Diamondbacks,Colorado Rockies,4,8,1.95,1.95,2017-02-25,Salt River Fields at Talking Stick,,2017,MLB,,,,12,22,1
San Diego Padres,Seattle Mariners,3,13,1.95,1.95,2017-02-25,Peoria Stadium,,2017,MLB,,,,16,24,4
Los Angeles Angels,Milwaukee Brewers,2,0,1.95,1.95,2017-02-25,Tempe Diablo Stadium,,2017,MLB,,,,2,9,1
Baltimore Orioles,Pittsburgh Pirates,8,3,1.95,1.95,2017-02-26,Ed Smith Stadium,,2017,MLB,,,,11,18,1
Tampa Bay Rays,Boston Red Sox,7,3,1.95,1.95,2017-02-26,Charlotte Sports Park,,2017,MLB,,,,10,17,1
Minnesota Twins,Washington Nationals,5,2,1.95,1.95,2017-02-26,CenturyLink Sports Complex,,2017,MLB,,,,7,15,1
Atlanta Braves,Houston Astros,2,3,1.95,1.95,2017-02-26,Champion Stadium,,2017,MLB,,,,5,18,3
St. Louis Cardinals,Miami Marlins,7,4,1.95,1.95,2017-02-26,Roger Dean Stadium,,2017,MLB,,,,11,22,0
New York Yankees,Toronto Blue Jays,7,2,1.95,1.95,2017-02-26,George M. Steinbrenner Field,,2017,MLB,,,,9,8,2
Toronto Blue Jays,Philadelphia Phillies,3,10,1.95,1.95,2017-02-26,Florida Auto Exchange Stadium,,2017,MLB,,,,13,19,5
New York Mets,Detroit Tigers,5,2,1.95,1.95,2017-02-26,First Data Field,,2017,MLB,,,,7,17,1
Chicago Cubs,Cleveland Indians,1,1,1.95,1.95,2017-02-26,Sloan Park,,2017,MLB,,,,2,10,1
Oakland Athletics,Los Angeles Angels,3,5,1.95,1.95,2017-02-26,Hohokam Stadium,,2017,MLB,,,,8,11,2
Cincinnati Reds,San Francisco Giants,5,9,1.95,1.95,2017-02-26,Goodyear Ballpark,,2017,MLB,,,,14,19,0
Kansas City Royals,Texas Rangers,4,6,1.95,1.95,2017-02-26,Surprise Stadium,,2017,MLB,,,,10,17,3
Chicago White Sox,Colorado Rockies,7,3,1.95,1.95,2017-02-26,Camelback Ranch,,2017,MLB,,,,10,17,1
Milwaukee Brewers,Los Angeles Dodgers,8,10,1.95,1.95,2017-02-26,Maryvale Baseball Park,,2017,MLB,,,,18,24,2
Colorado Rockies,Arizona Diamondbacks,6,1,1.95,1.95,2017-02-26,Salt River Fields at Talking Stick,,2017,MLB,,,,7,18,0
Seattle Mariners,San Diego Padres,13,2,1.95,1.95,2017-02-26,Peoria Stadium,,2017,MLB,,,,15,19,1
Boston Red Sox,St. Louis Cardinals,2,7,1.95,1.95,2017-02-27,JetBlue Park,,2017,MLB,,,,9,20,1
St. Louis Cardinals,Washington Nationals,5,4,1.95,1.95,2017-02-27,Roger Dean Stadium,,2017,MLB,,,,9,20,2
Philadelphia Phillies,Tampa Bay Rays,2,7,1.95,1.95,2017-02-27,Spectrum Field,,2017,MLB,,,,9,17,3
Detroit Tigers,Atlanta Braves,10,7,1.95,1.95,2017-02-27,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,17,24,3
Minnesota Twins,Miami Marlins,9,6,1.95,1.95,2017-02-27,CenturyLink Sports Complex,,2017,MLB,,,,15,20,4
Baltimore Orioles,New York Yankees,1,4,1.95,1.95,2017-02-27,Ed Smith Stadium,,2017,MLB,,,,5,12,0
Toronto Blue Jays,Pittsburgh Pirates,1,2,1.95,1.95,2017-02-27,Florida Auto Exchange Stadium,,2017,MLB,,,,3,13,1
New York Mets,Houston Astros,2,5,1.95,1.95,2017-02-27,First Data Field,,2017,MLB,,,,7,12,0
Los Angeles Dodgers,Colorado Rockies,1,7,1.95,1.95,2017-02-27,Camelback Ranch,,2017,MLB,,,,8,20,3
San Francisco Giants,Oakland Athletics,4,5,1.95,1.95,2017-02-27,Scottsdale Stadium,,2017,MLB,,,,9,19,1
Cleveland Indians,Texas Rangers,3,2,1.95,1.95,2017-02-27,Goodyear Ballpark,,2017,MLB,,,,5,15,2
Chicago Cubs,Chicago White Sox,4,4,1.95,1.95,2017-02-27,Sloan Park,,2017,MLB,,,,8,17,1
Texas Rangers,Milwaukee Brewers,0,5,1.95,1.95,2017-02-27,Surprise Stadium,,2017,MLB,,,,5,14,2
Arizona Diamondbacks,Cincinnati Reds,6,1,1.95,1.95,2017-02-27,Salt River Fields at Talking Stick,,2017,MLB,,,,7,10,4
Los Angeles Angels,San Diego Padres,5,3,1.95,1.95,2017-02-27,Tempe Diablo Stadium,,2017,MLB,,,,8,14,2
Washington Nationals,Houston Astros,4,3,1.95,1.95,2017-02-28,The Ballpark of the Palm Beaches,,2017,MLB,,,,7,17,0
Pittsburgh Pirates,Toronto Blue Jays,0,12,1.95,1.95,2017-02-28,LECOM Park,,2017,MLB,,,,12,20,2
Tampa Bay Rays,Minnesota Twins,19,0,1.95,1.95,2017-02-28,Charlotte Sports Park,,2017,MLB,,,,19,26,1
Philadelphia Phillies,Baltimore Orioles,7,5,1.95,1.95,2017-02-28,Spectrum Field,,2017,MLB,,,,12,19,2
Atlanta Braves,St. Louis Cardinals,2,0,1.95,1.95,2017-02-28,Champion Stadium,,2017,MLB,,,,2,11,0
Miami Marlins,New York Mets,1,3,1.95,1.95,2017-02-28,Roger Dean Stadium,,2017,MLB,,,,4,12,2
Boston Red Sox,New York Yankees,4,5,1.95,1.95,2017-02-28,JetBlue Park,,2017,MLB,,,,9,20,2
New York Yankees,Detroit Tigers,9,5,1.95,1.95,2017-02-28,George M. Steinbrenner Field,,2017,MLB,,,,14,20,2
Chicago Cubs,Los Angeles Angels,5,7,1.95,1.95,2017-02-28,Sloan Park,,2017,MLB,,,,12,22,1
Oakland Athletics,Cleveland Indians,5,4,1.95,1.95,2017-02-28,Hohokam Stadium,,2017,MLB,,,,9,12,2
Texas Rangers,Arizona Diamondbacks,4,8,1.95,1.95,2017-02-28,Surprise Stadium,,2017,MLB,,,,12,22,4
Cincinnati Reds,Chicago White Sox,9,10,1.95,1.95,2017-02-28,Goodyear Ballpark,,2017,MLB,,,,19,24,2
Chicago White Sox,Seattle Mariners,1,8,1.95,1.95,2017-02-28,Camelback Ranch,,2017,MLB,,,,9,20,4
Milwaukee Brewers,Kansas City Royals,3,6,1.95,1.95,2017-02-28,Maryvale Baseball Park,,2017,MLB,,,,9,20,0
Colorado Rockies,Los Angeles Dodgers,3,14,1.95,1.95,2017-02-28,Salt River Fields at Talking Stick,,2017,MLB,,,,17,24,4
San Diego Padres,San Francisco Giants,9,5,1.95,1.95,2017-02-28,Peoria Stadium,,2017,MLB,,,,14,16,3
Baltimore Orioles,Boston Red Sox,12,5,1.95,1.95,2017-03-01,Ed Smith Stadium,,2017,MLB,,,,17,20,4
Detroit Tigers,Washington Nationals,1,9,1.95,1.95,2017-03-01,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,10,22,2
St. Louis Cardinals,New York Mets,6,1,1.95,1.95,2017-03-01,Roger Dean Stadium,,2017,MLB,,,,7,13,1
Minnesota Twins,Pittsburgh Pirates,1,3,1.95,1.95,2017-03-01,CenturyLink Sports Complex,,2017,MLB,,,,4,14,1
Tampa Bay Rays,Philadelphia Phillies,5,5,1.95,1.95,2017-03-01,Charlotte Sports Park,,2017,MLB,,,,10,15,4
Houston Astros,Miami Marlins,5,9,1.95,1.95,2017-03-01,The Ballpark of the Palm Beaches,,2017,MLB,,,,14,17,1
Toronto Blue Jays,Detroit Tigers,4,5,1.95,1.95,2017-03-01,Florida Auto Exchange Stadium,,2017,MLB,,,,9,18,2
Kansas City Royals,Chicago Cubs,3,7,1.95,1.95,2017-03-01,Surprise Stadium,,2017,MLB,,,,10,16,3
Cleveland Indians,Seattle Mariners,4,7,1.95,1.95,2017-03-01,Goodyear Ballpark,,2017,MLB,,,,11,23,2
Chicago White Sox,Arizona Diamondbacks,3,2,1.95,1.95,2017-03-01,Camelback Ranch,,2017,MLB,,,,5,14,0
Milwaukee Brewers,Cincinnati Reds,3,2,1.95,1.95,2017-03-01,Maryvale Baseball Park,,2017,MLB,,,,5,16,0
Colorado Rockies,San Diego Padres,3,1,1.95,1.95,2017-03-01,Salt River Fields at Talking Stick,,2017,MLB,,,,4,8,4
San Diego Padres,Oakland Athletics,5,0,1.95,1.95,2017-03-01,Peoria Stadium,,2017,MLB,,,,5,8,0
Los Angeles Angels,Texas Rangers,3,2,1.95,1.95,2017-03-01,Tempe Diablo Stadium,,2017,MLB,,,,5,14,0
New York Yankees,Atlanta Braves,8,7,1.95,1.95,2017-03-01,George M. Steinbrenner Field,,2017,MLB,,,,15,21,4
San Francisco Giants,Los Angeles Dodgers,6,7,1.95,1.95,2017-03-02,Scottsdale Stadium,,2017,MLB,,,,13,14,2
Houston Astros,Washington Nationals,1,13,1.95,1.95,2017-03-02,The Ballpark of the Palm Beaches,,2017,MLB,,,,14,28,0
Detroit Tigers,Pittsburgh Pirates,1,11,1.95,1.95,2017-03-02,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,12,18,1
Boston Red Sox,Tampa Bay Rays,19,2,1.95,1.95,2017-03-02,JetBlue Park,,2017,MLB,,,,21,27,2
Baltimore Orioles,Minnesota Twins,6,6,1.95,1.95,2017-03-02,Ed Smith Stadium,,2017,MLB,,,,12,18,3
St. Louis Cardinals,Atlanta Braves,9,4,1.95,1.95,2017-03-02,Roger Dean Stadium,,2017,MLB,,,,13,22,3
Toronto Blue Jays,Philadelphia Phillies,8,8,1.95,1.95,2017-03-02,Florida Auto Exchange Stadium,,2017,MLB,,,,16,27,3
New York Mets,Miami Marlins,11,6,1.95,1.95,2017-03-02,First Data Field,,2017,MLB,,,,17,30,0
Cincinnati Reds,Chicago Cubs,6,2,1.95,1.95,2017-03-02,Goodyear Ballpark,,2017,MLB,,,,8,15,2
Kansas City Royals,Colorado Rockies,3,1,1.95,1.95,2017-03-02,Surprise Stadium,,2017,MLB,,,,4,12,1
Los Angeles Dodgers,Cleveland Indians,4,2,1.95,1.95,2017-03-02,Camelback Ranch,,2017,MLB,,,,6,13,2
Oakland Athletics,Texas Rangers,5,1,1.95,1.95,2017-03-02,Hohokam Stadium,,2017,MLB,,,,6,15,1
San Francisco Giants,Chicago White Sox,6,8,1.95,1.95,2017-03-02,Scottsdale Stadium,,2017,MLB,,,,14,20,10
Arizona Diamondbacks,San Diego Padres,6,9,1.95,1.95,2017-03-02,Salt River Fields at Talking Stick,,2017,MLB,,,,15,21,3
Los Angeles Angels,San Francisco Giants,5,4,1.95,1.95,2017-03-02,Tempe Diablo Stadium,,2017,MLB,,,,9,23,1
Seattle Mariners,Milwaukee Brewers,6,2,1.95,1.95,2017-03-02,Peoria Stadium,,2017,MLB,,,,8,19,2
New York Yankees,Baltimore Orioles,8,1,1.95,1.95,2017-03-02,George M. Steinbrenner Field,,2017,MLB,,,,9,16,1
Arizona Diamondbacks,Chicago Cubs,3,1,1.95,1.95,2017-03-03,Salt River Fields at Talking Stick,,2017,MLB,,,,4,9,0
Pittsburgh Pirates,Baltimore Orioles,5,2,1.95,1.95,2017-03-03,LECOM Park,,2017,MLB,,,,7,18,3
Washington Nationals,St. Louis Cardinals,1,2,1.95,1.95,2017-03-03,The Ballpark of the Palm Beaches,,2017,MLB,,,,3,12,0
Tampa Bay Rays,Detroit Tigers,5,2,1.95,1.95,2017-03-03,Charlotte Sports Park,,2017,MLB,,,,7,17,1
Philadelphia Phillies,Minnesota Twins,3,4,1.95,1.95,2017-03-03,Spectrum Field,,2017,MLB,,,,7,20,0
Atlanta Braves,Boston Red Sox,1,9,1.95,1.95,2017-03-03,Champion Stadium,,2017,MLB,,,,10,20,0
Miami Marlins,Washington Nationals,5,8,1.95,1.95,2017-03-03,Roger Dean Stadium,,2017,MLB,,,,13,27,4
Toronto Blue Jays,New York Yankees,3,2,1.95,1.95,2017-03-03,Florida Auto Exchange Stadium,,2017,MLB,,,,5,14,0
New York Mets,Houston Astros,11,3,1.95,1.95,2017-03-03,First Data Field,,2017,MLB,,,,14,25,2
Chicago Cubs,Cincinnati Reds,4,8,1.95,1.95,2017-03-03,Sloan Park,,2017,MLB,,,,12,13,2
Cleveland Indians,Colorado Rockies,7,16,1.95,1.95,2017-03-03,Goodyear Ballpark,,2017,MLB,,,,23,33,0
Los Angeles Dodgers,Kansas City Royals,2,7,1.95,1.95,2017-03-03,Camelback Ranch,,2017,MLB,,,,9,17,0
Oakland Athletics,San Francisco Giants,6,1,1.95,1.95,2017-03-03,Hohokam Stadium,,2017,MLB,,,,7,11,1
Texas Rangers,Seattle Mariners,8,2,1.95,1.95,2017-03-03,Surprise Stadium,,2017,MLB,,,,10,20,2
Arizona Diamondbacks,Los Angeles Dodgers,15,3,1.95,1.95,2017-03-03,Salt River Fields at Talking Stick,,2017,MLB,,,,18,27,3
Los Angeles Angels,Milwaukee Brewers,6,5,1.95,1.95,2017-03-03,Tempe Diablo Stadium,,2017,MLB,,,,11,19,4
San Diego Padres,Chicago White Sox,1,3,1.95,1.95,2017-03-04,Peoria Stadium,,2017,MLB,,,,4,14,2
Houston Astros,New York Mets,1,3,1.95,1.95,2017-03-04,The Ballpark of the Palm Beaches,,2017,MLB,,,,4,11,0
Pittsburgh Pirates,Boston Red Sox,3,2,1.95,1.95,2017-03-04,LECOM Park,,2017,MLB,,,,5,14,1
St. Louis Cardinals,Washington Nationals,1,1,1.95,1.95,2017-03-04,Roger Dean Stadium,,2017,MLB,,,,2,7,2
Tampa Bay Rays,Baltimore Orioles,0,1,1.95,1.95,2017-03-04,Charlotte Sports Park,,2017,MLB,,,,1,8,1
Minnesota Twins,Toronto Blue Jays,6,2,1.95,1.95,2017-03-04,CenturyLink Sports Complex,,2017,MLB,,,,8,17,4
Philadelphia Phillies,Atlanta Braves,7,4,1.95,1.95,2017-03-04,Spectrum Field,,2017,MLB,,,,11,16,2
Atlanta Braves,Miami Marlins,6,8,1.95,1.95,2017-03-04,Champion Stadium,,2017,MLB,,,,14,20,3
Detroit Tigers,New York Yankees,1,11,1.95,1.95,2017-03-04,Publix Field at Joker Marchant Stadium,,2017,MLB,,,,12,19,3
Cincinnati Reds,Kansas City Royals,9,7,1.95,1.95,2017-03-04,Goodyear Ballpark,,2017,MLB,,,,16,23,2
Chicago Cubs,Los Angeles Dodgers,9,3,1.95,1.95,2017-03-04,Sloan Park,,2017,MLB,,,,12,16,3
