HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,Date,League
Ankaragucu,Besiktas,1,1,D,3.4,3.5,2.05,2023-12-03,super_lig
Alaves,Real Madrid,0,3,A,,,,2023-12-02,la_liga
Bayern Munich,Augsburg,3,2,H,,,,2023-12-02,bundesliga
Borussia Dortmund,Stuttgart,2,1,H,,,,2023-12-02,bundesliga
Arsenal,Wolves,2,1,H,1.25,5.5,12.0,2023-12-02,premier_league
Brentford,Luton,3,1,H,1.45,4.5,6.5,2023-12-02,premier_league
Burnley,Sheffield United,5,0,H,1.8,3.6,4.5,2023-12-02,premier_league
Nott'm Forest,Everton,0,1,A,2.75,3.25,2.6,2023-12-02,premier_league
Newcastle,Man United,1,0,H,1.91,3.75,3.8,2023-12-02,premier_league
West Brom,Leicester,1,2,A,2.88,3.2,2.55,2023-12-02,championship
Birmingham,Rotherham,0,0,D,1.6,3.8,6.0,2023-12-02,championship
Hull,Watford,1,2,A,2.1,3.6,3.3,2023-12-02,championship
Ipswich,Coventry,2,1,H,1.8,4.0,4.2,2023-12-02,championship
Leeds,Middlesbrough,3,2,H,1.73,4.0,4.5,2023-12-02,championship
Millwall,Sunderland,1,1,D,3.0,3.3,2.38,2023-12-02,championship
Plymouth,Stoke,2,1,H,2.63,3.5,2.6,2023-12-02,championship
Sheffield Weds,Blackburn,3,1,H,2.88,3.4,2.4,2023-12-02,championship
Southampton,Cardiff,2,0,H,1.62,4.0,5.25,2023-12-02,championship
Swansea,Huddersfield,1,1,D,1.95,3.4,4.0,2023-12-02,championship
Girona,Valencia,2,1,H,1.7,4.0,4.75,2023-12-02,la_liga
Ath Bilbao,Vallecano,4,0,H,1.57,4.2,5.75,2023-12-02,la_liga
Real Madrid,Granada,2,0,H,1.17,8.0,15.0,2023-12-02,la_liga
Osasuna,Sociedad,1,1,D,3.4,3.25,2.2,2023-12-02,la_liga
Bochum,Wolfsburg,3,1,H,2.63,3.6,2.55,2023-12-02,bundesliga
M'gladbach,Hoffenheim,2,1,H,2.2,4.0,2.88,2023-12-02,bundesliga
RB Leipzig,Heidenheim,2,1,H,1.25,7.0,9.0,2023-12-02,bundesliga
Stuttgart,Werder Bremen,2,0,H,1.4,5.25,6.5,2023-12-02,bundesliga
Genoa,Empoli,1,1,D,1.91,3.6,3.8,2023-12-02,serie_a
Lazio,Cagliari,1,0,H,1.62,4.0,5.25,2023-12-02,serie_a
Milan,Frosinone,3,1,H,1.44,4.5,7.5,2023-12-02,serie_a
Lens,Lyon,3,2,H,1.7,4.0,4.75,2023-12-02,ligue_1
Nantes,Nice,1,0,H,3.75,3.5,2.0,2023-12-02,ligue_1
Volendam,Zwolle,0,5,A,2.6,3.75,2.55,2023-12-02,eredivisie
For Sittard,Vitesse,3,1,H,2.0,3.6,3.6,2023-12-02,eredivisie
Waalwijk,Excelsior,2,2,D,2.05,4.0,3.25,2023-12-02,eredivisie
Heracles,Sparta Rotterdam,0,1,A,2.7,3.6,2.45,2023-12-02,eredivisie
RWD Molenbeek,Charleroi,0,0,D,2.75,3.4,2.5,2023-12-02,pro_league
Eupen,Kortrijk,1,1,D,2.25,3.3,3.2,2023-12-02,pro_league
Antwerp,Oud-Heverlee Leuven,1,0,H,1.36,5.0,8.5,2023-12-02,pro_league
Farense,Guimaraes,1,2,A,2.9,3.6,2.1,2023-12-02,primeira_liga
Rio Ave,Estrela,1,1,D,2.1,3.5,3.0,2023-12-02,primeira_liga
Famalicao,Porto,0,3,A,5.0,3.8,1.57,2023-12-02,primeira_liga
Casa Pia,Portimonense,1,0,H,1.85,3.3,3.6,2023-12-02,primeira_liga
Alanyaspor,Konyaspor,2,2,D,2.3,3.3,3.0,2023-12-02,super_lig
Rizespor,Buyuksehyr,3,2,H,2.38,3.4,2.88,2023-12-02,super_lig
Ad. Demirspor,Samsunspor,2,3,A,1.7,4.2,4.25,2023-12-02,super_lig
Pendikspor,Galatasaray,0,2,A,7.5,5.5,1.33,2023-12-02,super_lig
Preston,QPR,0,2,A,2.2,3.25,3.5,2023-12-01,championship
Las Palmas,Getafe,2,0,H,2.38,2.9,3.4,2023-12-01,la_liga
Darmstadt,FC Koln,0,1,A,2.63,3.4,2.6,2023-12-01,bundesliga
Monza,Juventus,1,2,A,4.2,3.3,1.95,2023-12-01,serie_a
Reims,Strasbourg,2,1,H,1.73,3.75,4.75,2023-12-01,ligue_1
Heerenveen,Almere City,3,0,H,1.67,4.0,5.0,2023-12-01,eredivisie
Westerlo,Anderlecht,1,3,A,4.75,4.0,1.7,2023-12-01,pro_league
Chaves,Vizela,2,1,H,2.45,3.3,2.6,2023-12-01,primeira_liga
Hatayspor,Antalyaspor,3,3,D,3.1,3.25,2.3,2023-12-01,super_lig
Karagumruk,Istanbulspor,3,0,H,1.65,3.75,5.25,2023-12-01,super_lig
Napoli,Real Madrid,2,3,A,,,,2023-11-29,champions_league
Napoli,Real Madrid,2,3,A,,,,2023-11-29,champions_league
Real Madrid,Liverpool,5,2,H,,,,2023-11-29,champions_league
Blackburn,Birmingham,4,2,H,1.8,3.6,4.33,2023-11-29,championship
Leeds,Swansea,3,1,H,1.36,5.25,8.5,2023-11-29,championship
Sheffield Weds,Leicester,1,1,D,5.25,4.2,1.62,2023-11-29,championship
Southampton,Bristol City,1,0,H,1.57,4.5,5.25,2023-11-29,championship
Sunderland,Huddersfield,1,2,A,1.57,4.33,5.5,2023-11-29,championship
Ipswich,Millwall,3,1,H,1.62,4.0,5.5,2023-11-29,championship
Mallorca,Cadiz,1,1,D,1.95,3.2,4.33,2023-11-29,la_liga
Montpellier,Clermont,1,1,D,1.91,3.6,4.0,2023-11-29,ligue_1
AC Milan,Borussia Dortmund,1,3,A,,,,2023-11-28,champions_league
Eintracht Frankfurt,Tottenham,0,2,A,,,,2023-11-28,champions_league
Feyenoord,Atletico Madrid,1,3,A,,,,2023-11-28,champions_league
Marseille,Tottenham,1,2,A,,,,2023-11-28,champions_league
Newcastle,Borussia Dortmund,1,1,D,,,,2023-11-28,champions_league
PSG,Newcastle,2,1,H,,,,2023-11-28,champions_league
Roma,Feyenoord,2,3,A,,,,2023-11-28,champions_league
Cardiff,West Brom,0,1,A,2.88,3.25,2.5,2023-11-28,championship
Coventry,Plymouth,1,0,H,1.62,4.2,5.0,2023-11-28,championship
Hull,Rotherham,4,1,H,1.44,4.5,7.5,2023-11-28,championship
Middlesbrough,Preston,4,0,H,1.67,3.6,5.5,2023-11-28,championship
QPR,Stoke,4,2,H,3.1,3.4,2.3,2023-11-28,championship
Watford,Norwich,3,2,H,2.15,3.5,3.3,2023-11-28,championship
Fulham,Wolves,3,2,H,2.38,3.3,3.0,2023-11-27,premier_league
Girona,Ath Bilbao,1,1,D,2.25,3.5,3.1,2023-11-27,la_liga
Verona,Lecce,2,2,D,2.75,3.0,2.88,2023-11-27,serie_a
Bologna,Torino,2,0,H,2.3,3.25,3.2,2023-11-27,serie_a
Buyuksehyr,Pendikspor,4,1,H,1.73,3.6,4.75,2023-11-27,super_lig
Sivasspor,Trabzonspor,3,3,D,3.3,3.5,2.05,2023-11-27,super_lig
Juventus,Inter Milan,1,0,H,,,,2023-11-26,serie_a
Le Havre,Lyon,1,1,D,,,,2023-11-26,ligue_1
Monaco,Lille,2,1,H,,,,2023-11-26,ligue_1
Real Betis,Real Madrid,1,1,D,,,,2023-11-26,la_liga
Tottenham,Aston Villa,1,2,A,2.3,3.8,2.8,2023-11-26,premier_league
Everton,Man United,0,3,A,2.7,3.4,2.55,2023-11-26,premier_league
Villarreal,Osasuna,3,1,H,2.15,3.5,3.3,2023-11-26,la_liga
Sociedad,Sevilla,2,1,H,1.75,3.6,4.75,2023-11-26,la_liga
Cadiz,Real Madrid,0,3,A,6.0,4.5,1.5,2023-11-26,la_liga
Betis,Las Palmas,1,0,H,1.7,3.75,5.25,2023-11-26,la_liga
Heidenheim,Bochum,0,0,D,2.2,3.6,3.1,2023-11-26,bundesliga
Hoffenheim,Mainz,1,1,D,1.85,3.8,3.8,2023-11-26,bundesliga
Cagliari,Monza,1,1,D,2.88,3.25,2.5,2023-11-26,serie_a
Empoli,Sassuolo,3,4,A,2.75,3.6,2.4,2023-11-26,serie_a
Frosinone,Genoa,2,1,H,2.5,3.25,2.88,2023-11-26,serie_a
Roma,Udinese,3,1,H,1.62,3.8,5.75,2023-11-26,serie_a
Juventus,Inter,1,1,D,3.3,3.25,2.25,2023-11-26,serie_a
Nice,Toulouse,1,0,H,1.5,4.0,7.5,2023-11-26,ligue_1
Lorient,Metz,2,3,A,1.95,3.5,4.0,2023-11-26,ligue_1
Montpellier,Brest,1,3,A,2.3,3.4,3.1,2023-11-26,ligue_1
Nantes,Le Havre,0,0,D,2.1,3.5,3.6,2023-11-26,ligue_1
Rennes,Reims,3,1,H,2.0,3.6,3.75,2023-11-26,ligue_1
Lyon,Lille,0,2,A,3.0,3.3,2.38,2023-11-26,ligue_1
Almere City,Heracles,0,5,A,1.91,3.75,3.75,2023-11-26,eredivisie
AZ Alkmaar,Volendam,3,0,H,1.17,7.5,15.0,2023-11-26,eredivisie
Nijmegen,Go Ahead Eagles,1,1,D,2.4,3.6,2.75,2023-11-26,eredivisie
Sparta Rotterdam,Utrecht,1,2,A,2.38,3.5,2.8,2023-11-26,eredivisie
Gent,St. Gilloise,1,1,D,2.55,3.4,2.63,2023-11-26,pro_league
Oud-Heverlee Leuven,Club Brugge,0,1,A,4.5,4.0,1.67,2023-11-26,pro_league
Anderlecht,RWD Molenbeek,2,1,H,1.4,5.0,7.0,2023-11-26,pro_league
Kortrijk,Mechelen,0,3,A,2.9,3.5,2.3,2023-11-26,pro_league
Kayserispor,Ad. Demirspor,1,1,D,2.7,3.5,2.45,2023-11-26,super_lig
Antalyaspor,Rizespor,0,0,D,1.8,3.6,4.33,2023-11-26,super_lig
Samsunspor,Besiktas,1,2,A,3.3,3.4,2.15,2023-11-26,super_lig
Fenerbahce,Karagumruk,2,1,H,1.25,6.5,9.5,2023-11-26,super_lig
Bochum,Bayern Munich,0,5,A,,,,2023-11-25,bundesliga
Darmstadt,Bayer Leverkusen,0,3,A,,,,2023-11-25,bundesliga
Frosinone,Inter Milan,0,2,A,,,,2023-11-25,serie_a
Manchester City,Liverpool,1,1,D,,,,2023-11-25,epl
Montpellier,Nice,0,1,A,,,,2023-11-25,ligue_1
Rayo Vallecano,Real Madrid,0,2,A,,,,2023-11-25,la_liga
Strasbourg,PSG,0,3,A,,,,2023-11-25,ligue_1
Stuttgart,Bayer Leverkusen,1,3,A,,,,2023-11-25,bundesliga
Verona,Juventus,2,1,H,,,,2023-11-25,serie_a
Chelsea,Newcastle,0,0,D,,,,2023-11-25,epl
PSG,Montpellier,6,0,H,,,,2023-11-25,ligue_1
Man City,Liverpool,1,1,D,1.73,4.2,4.2,2023-11-25,premier_league
Burnley,West Ham,1,2,A,3.4,3.5,2.05,2023-11-25,premier_league
Luton,Crystal Palace,2,1,H,3.6,3.3,2.1,2023-11-25,premier_league
Newcastle,Chelsea,4,1,H,2.55,3.5,2.63,2023-11-25,premier_league
Nott'm Forest,Brighton,2,3,A,3.2,3.6,2.15,2023-11-25,premier_league
Sheffield United,Bournemouth,1,3,A,3.2,3.5,2.2,2023-11-25,premier_league
Brentford,Arsenal,0,1,A,4.5,3.75,1.75,2023-11-25,premier_league
Birmingham,Sheffield Weds,2,1,H,2.15,3.25,3.5,2023-11-25,championship
Bristol City,Middlesbrough,3,2,H,3.6,3.3,2.1,2023-11-25,championship
Huddersfield,Southampton,1,1,D,4.75,3.8,1.7,2023-11-25,championship
Leicester,Watford,2,0,H,1.57,4.2,5.5,2023-11-25,championship
Millwall,Coventry,0,3,A,2.63,3.25,2.7,2023-11-25,championship
Norwich,QPR,1,0,H,1.73,3.8,4.5,2023-11-25,championship
Plymouth,Sunderland,2,0,H,3.4,3.75,2.0,2023-11-25,championship
Preston,Cardiff,1,2,A,2.4,3.2,3.0,2023-11-25,championship
Stoke,Blackburn,0,3,A,2.2,3.5,3.2,2023-11-25,championship
Swansea,Hull,2,2,D,2.6,3.2,2.8,2023-11-25,championship
West Brom,Ipswich,2,0,H,2.6,3.5,2.55,2023-11-25,championship
Vallecano,Barcelona,1,1,D,5.25,4.0,1.65,2023-11-25,la_liga
Valencia,Celta,0,0,D,2.2,3.25,3.5,2023-11-25,la_liga
Getafe,Almeria,2,1,H,1.65,3.75,5.5,2023-11-25,la_liga
Ath Madrid,Mallorca,1,0,H,1.33,5.0,9.5,2023-11-25,la_liga
Dortmund,M'gladbach,4,2,H,1.45,5.5,5.25,2023-11-25,bundesliga
Freiburg,Darmstadt,1,1,D,1.55,4.33,5.75,2023-11-25,bundesliga
Union Berlin,Augsburg,1,1,D,1.95,3.6,3.8,2023-11-25,bundesliga
Werder Bremen,Leverkusen,0,3,A,6.5,5.0,1.45,2023-11-25,bundesliga
Wolfsburg,RB Leipzig,2,1,H,3.6,4.0,1.91,2023-11-25,bundesliga
Ein Frankfurt,Stuttgart,1,2,A,2.6,3.6,2.6,2023-11-25,bundesliga
Salernitana,Lazio,2,1,H,4.75,3.75,1.75,2023-11-25,serie_a
Atalanta,Napoli,1,2,A,2.7,3.4,2.63,2023-11-25,serie_a
Milan,Fiorentina,1,0,H,2.1,3.3,3.5,2023-11-25,serie_a
Clermont,Lens,0,3,A,3.75,3.5,2.0,2023-11-25,ligue_1
Strasbourg,Marseille,1,1,D,3.8,3.6,1.91,2023-11-25,ligue_1
Excelsior,Feyenoord,2,4,A,11.0,7.0,1.2,2023-11-25,eredivisie
Heerenveen,For Sittard,3,0,H,2.05,3.5,3.6,2023-11-25,eredivisie
Twente,PSV Eindhoven,0,3,A,3.8,3.6,1.91,2023-11-25,eredivisie
Ajax,Vitesse,5,0,H,1.3,5.5,9.5,2023-11-25,eredivisie
Zwolle,Waalwijk,1,2,A,1.75,3.8,4.33,2023-11-25,eredivisie
Cercle Brugge,Eupen,2,0,H,1.36,5.0,7.0,2023-11-25,pro_league
Charleroi,Westerlo,3,2,H,1.8,3.75,4.0,2023-11-25,pro_league
Standard,Genk,1,0,H,3.6,3.75,1.91,2023-11-25,pro_league
Istanbulspor,Hatayspor,2,1,H,3.25,3.4,2.15,2023-11-25,super_lig
Gaziantep,Ankaragucu,0,1,A,2.15,3.4,3.4,2023-11-25,super_lig
Konyaspor,Kasimpasa,2,0,H,1.91,3.5,4.0,2023-11-25,super_lig
Galatasaray,Alanyaspor,4,0,H,1.2,7.0,11.0,2023-11-25,super_lig
Rotherham,Leeds,1,1,D,7.5,5.0,1.36,2023-11-24,championship
Alaves,Granada,3,1,H,1.7,3.6,5.0,2023-11-24,la_liga
FC Koln,Bayern Munich,0,1,A,9.0,7.0,1.25,2023-11-24,bundesliga
Paris SG,Monaco,5,2,H,1.45,4.75,6.5,2023-11-24,ligue_1
St Truiden,Antwerp,1,1,D,4.0,3.5,1.85,2023-11-24,pro_league
Lens,PSG,1,2,A,,,,2023-11-18,ligue_1
Lens,PSG,1,3,A,,,,2023-11-18,ligue_1
Las Palmas,Barcelona,1,1,D,,,,2023-11-12,la_liga
Lecce,Napoli,0,1,A,,,,2023-11-12,serie_a
Real Sociedad,Real Madrid,1,2,A,,,,2023-11-12,la_liga
Aston Villa,Fulham,3,1,H,1.57,4.2,5.5,2023-11-12,premier_league
Brighton,Sheffield United,1,1,D,1.25,5.75,13.0,2023-11-12,premier_league
Liverpool,Brentford,3,0,H,1.4,5.0,6.5,2023-11-12,premier_league
West Ham,Nott'm Forest,3,2,H,1.85,3.6,4.0,2023-11-12,premier_league
Chelsea,Man City,4,4,D,5.0,3.7,1.73,2023-11-12,premier_league
Barcelona,Alaves,2,1,H,1.25,6.0,11.0,2023-11-12,la_liga
Sevilla,Betis,1,1,D,2.05,3.5,3.6,2023-11-12,la_liga
Ath Madrid,Villarreal,3,1,H,1.36,5.5,7.5,2023-11-12,la_liga
Leverkusen,Union Berlin,4,0,H,1.29,6.0,9.0,2023-11-12,bundesliga
Werder Bremen,Ein Frankfurt,2,2,D,3.1,3.4,2.3,2023-11-12,bundesliga
RB Leipzig,Freiburg,3,1,H,1.44,5.0,6.5,2023-11-12,bundesliga
Napoli,Empoli,0,1,A,1.22,7.0,11.0,2023-11-12,serie_a
Fiorentina,Bologna,2,1,H,2.0,3.4,3.8,2023-11-12,serie_a
Udinese,Atalanta,1,1,D,3.75,3.5,2.0,2023-11-12,serie_a
Lazio,Roma,0,0,D,3.0,3.0,2.63,2023-11-12,serie_a
Inter,Frosinone,2,0,H,1.18,8.0,13.0,2023-11-12,serie_a
Clermont,Lorient,1,0,H,2.1,3.3,3.6,2023-11-12,ligue_1
Lille,Toulouse,1,1,D,1.55,4.2,6.0,2023-11-12,ligue_1
Metz,Nantes,3,1,H,2.9,3.25,2.5,2023-11-12,ligue_1
Rennes,Lyon,0,1,A,1.73,4.2,4.33,2023-11-12,ligue_1
Lens,Marseille,1,0,H,2.25,3.4,3.2,2023-11-12,ligue_1
PSV Eindhoven,Zwolle,4,0,H,1.1,11.0,21.0,2023-11-12,eredivisie
Almere City,Ajax,2,2,D,5.0,4.75,1.53,2023-11-12,eredivisie
Volendam,Sparta Rotterdam,1,4,A,3.25,3.6,2.15,2023-11-12,eredivisie
Feyenoord,AZ Alkmaar,1,0,H,1.55,4.5,5.25,2023-11-12,eredivisie
Utrecht,Excelsior,2,2,D,1.8,3.8,4.2,2023-11-12,eredivisie
Club Brugge,Cercle Brugge,0,0,D,1.73,4.0,4.33,2023-11-12,pro_league
Genk,Oud-Heverlee Leuven,3,1,H,1.4,4.75,7.0,2023-11-12,pro_league
Gent,Anderlecht,1,1,D,2.15,3.6,3.2,2023-11-12,pro_league
St. Gilloise,Kortrijk,3,0,H,1.2,7.0,11.0,2023-11-12,pro_league
Boavista,Farense,1,3,A,2.05,3.6,3.4,2023-11-12,primeira_liga
Gil Vicente,Rio Ave,1,1,D,2.0,3.6,3.6,2023-11-12,primeira_liga
Arouca,Sp Braga,0,1,A,5.0,4.2,1.6,2023-11-12,primeira_liga
Benfica,Sp Lisbon,2,1,H,2.25,3.4,3.0,2023-11-12,primeira_liga
Pendikspor,Samsunspor,1,0,H,2.9,3.25,2.25,2023-11-12,super_lig
Besiktas,Buyuksehyr,1,0,H,1.75,3.6,4.2,2023-11-12,super_lig
Rizespor,Istanbulspor,1,0,H,1.7,3.6,5.0,2023-11-12,super_lig
Ad. Demirspor,Fenerbahce,0,0,D,3.4,3.8,1.91,2023-11-12,super_lig
Arsenal,Newcastle,4,1,H,,,,2023-11-11,epl
Atalanta,Juventus,1,2,A,,,,2023-11-11,serie_a
Atalanta,Juventus,1,2,A,,,,2023-11-11,serie_a
Bayer Leverkusen,Hoffenheim,4,0,H,,,,2023-11-11,bundesliga
Celta Vigo,Atletico Madrid,0,2,A,,,,2023-11-11,la_liga
Clermont,Monaco,0,3,A,,,,2023-11-11,ligue_1
Empoli,AC Milan,1,3,A,,,,2023-11-11,serie_a
Genoa,AC Milan,1,1,D,,,,2023-11-11,serie_a
Getafe,Real Madrid,0,2,A,,,,2023-11-11,la_liga
Mainz,Bayer Leverkusen,0,3,A,,,,2023-11-11,bundesliga
Monaco,PSG,2,4,A,,,,2023-11-11,ligue_1
PSG,Monaco,3,1,H,,,,2023-11-11,ligue_1
Luton,Manchester City,1,2,A,,,,2023-11-11,epl
Wolves,Tottenham,2,1,H,3.1,3.75,2.2,2023-11-11,premier_league
Arsenal,Burnley,3,1,H,1.18,7.0,17.0,2023-11-11,premier_league
Crystal Palace,Everton,2,3,A,2.45,3.2,3.0,2023-11-11,premier_league
Man United,Luton,1,0,H,1.33,5.25,9.5,2023-11-11,premier_league
Bournemouth,Newcastle,2,0,H,4.75,4.0,1.73,2023-11-11,premier_league
Sunderland,Birmingham,3,1,H,1.75,3.75,4.5,2023-11-11,championship
Cardiff,Norwich,2,3,A,2.0,3.5,3.6,2023-11-11,championship
Coventry,Stoke,0,0,D,2.3,3.4,3.1,2023-11-11,championship
Hull,Huddersfield,1,0,H,1.73,3.6,5.0,2023-11-11,championship
Ipswich,Swansea,3,2,H,1.53,4.33,5.5,2023-11-11,championship
Leeds,Plymouth,2,1,H,1.25,6.5,11.0,2023-11-11,championship
Middlesbrough,Leicester,1,0,H,2.9,3.6,2.3,2023-11-11,championship
QPR,Bristol City,0,0,D,2.8,3.2,2.63,2023-11-11,championship
Sheffield Weds,Millwall,0,4,A,2.63,3.0,2.9,2023-11-11,championship
Southampton,West Brom,2,1,H,1.91,3.6,4.0,2023-11-11,championship
Watford,Rotherham,5,0,H,1.45,4.2,7.5,2023-11-11,championship
Vallecano,Girona,1,2,A,2.88,3.5,2.4,2023-11-11,la_liga
Almeria,Sociedad,1,3,A,4.75,3.8,1.73,2023-11-11,la_liga
Granada,Getafe,1,1,D,2.5,3.1,3.0,2023-11-11,la_liga
Osasuna,Las Palmas,1,1,D,1.95,3.4,4.0,2023-11-11,la_liga
Real Madrid,Valencia,5,1,H,1.33,5.5,8.5,2023-11-11,la_liga
Augsburg,Hoffenheim,1,1,D,2.63,3.6,2.55,2023-11-11,bundesliga
Bayern Munich,Heidenheim,4,2,H,1.06,17.0,21.0,2023-11-11,bundesliga
Darmstadt,Mainz,0,0,D,3.1,3.5,2.25,2023-11-11,bundesliga
Stuttgart,Dortmund,2,1,H,2.55,3.75,2.55,2023-11-11,bundesliga
Bochum,FC Koln,1,1,D,2.45,3.4,2.88,2023-11-11,bundesliga
Lecce,Milan,2,2,D,5.0,3.6,1.75,2023-11-11,serie_a
Juventus,Cagliari,2,1,H,1.36,5.0,8.0,2023-11-11,serie_a
Monza,Torino,1,1,D,2.5,3.1,3.0,2023-11-11,serie_a
Reims,Paris SG,0,3,A,5.0,4.33,1.6,2023-11-11,ligue_1
Le Havre,Monaco,0,0,D,4.5,4.0,1.73,2023-11-11,ligue_1
Waalwijk,Go Ahead Eagles,0,1,A,2.88,3.6,2.38,2023-11-11,eredivisie
Twente,Nijmegen,3,3,D,1.33,5.0,10.0,2023-11-11,eredivisie
Vitesse,Heerenveen,1,3,A,2.38,3.5,2.9,2023-11-11,eredivisie
Antwerp,Standard,6,0,H,1.6,4.0,5.0,2023-11-11,pro_league
Eupen,RWD Molenbeek,1,3,A,2.63,3.4,2.55,2023-11-11,pro_league
Mechelen,Charleroi,1,0,H,2.63,3.4,2.6,2023-11-11,pro_league
Portimonense,Chaves,2,1,H,2.2,3.4,3.1,2023-11-11,primeira_liga
Estrela,Moreirense,0,1,A,2.6,3.3,2.7,2023-11-11,primeira_liga
Vizela,Famalicao,0,0,D,2.63,3.2,2.7,2023-11-11,primeira_liga
Guimaraes,Porto,1,2,A,5.0,3.75,1.7,2023-11-11,primeira_liga
Kasimpasa,Kayserispor,3,4,A,2.15,3.6,2.8,2023-11-11,super_lig
Alanyaspor,Gaziantep,0,3,A,2.2,3.4,3.2,2023-11-11,super_lig
Karagumruk,Sivasspor,3,0,H,2.15,3.3,3.25,2023-11-11,super_lig
Hatayspor,Galatasaray,2,1,H,6.0,5.0,1.4,2023-11-11,super_lig
Blackburn,Preston,1,2,A,1.95,3.6,3.75,2023-11-10,championship
Ath Bilbao,Celta,4,3,H,1.67,3.8,5.0,2023-11-10,la_liga
M'gladbach,Wolfsburg,4,0,H,2.3,3.8,2.7,2023-11-10,bundesliga
Sassuolo,Salernitana,2,2,D,1.65,4.2,4.75,2023-11-10,serie_a
Genoa,Verona,1,0,H,1.91,3.3,4.33,2023-11-10,serie_a
Montpellier,Nice,0,0,D,3.5,3.3,2.15,2023-11-10,ligue_1
For Sittard,Heracles,4,1,H,1.73,3.8,4.75,2023-11-10,eredivisie
Westerlo,St Truiden,3,3,D,2.6,3.4,2.6,2023-11-10,pro_league
Estoril,Casa Pia,4,0,H,2.45,3.25,2.88,2023-11-10,primeira_liga
Ankaragucu,Antalyaspor,0,4,A,2.38,3.2,2.88,2023-11-10,super_lig
Trabzonspor,Konyaspor,2,1,H,1.65,3.75,5.0,2023-11-10,super_lig
Arsenal,Lens,6,0,H,,,,2023-11-08,champions_league
Arsenal,PSV,4,0,H,,,,2023-11-08,champions_league
Atletico Madrid,Lazio,2,0,H,,,,2023-11-08,champions_league
Barcelona,Antwerp,5,0,H,,,,2023-11-08,champions_league
Barcelona,Galatasaray,1,0,H,,,,2023-11-08,champions_league
Copenhagen,Bayern Munich,1,2,A,,,,2023-11-08,champions_league
Copenhagen,Galatasaray,1,0,H,,,,2023-11-08,champions_league
Galatasaray,Bayern Munich,1,3,A,,,,2023-11-08,champions_league
Inter Milan,Salzburg,2,1,H,,,,2023-11-08,champions_league
Napoli,Union Berlin,2,0,H,,,,2023-11-08,champions_league
Real Sociedad,Benfica,0,0,D,,,,2023-11-08,champions_league
Salzburg,Benfica,0,2,A,,,,2023-11-08,champions_league
Sporting CP,Marseille,2,1,H,,,,2023-11-08,champions_league
Samsunspor,Istanbulspor,2,1,H,1.91,3.6,3.5,2023-11-08,super_lig
Borussia Dortmund,Newcastle,2,0,H,,,,2023-11-07,champions_league
Manchester City,Girona,3,1,H,,,,2023-11-07,champions_league
Manchester City,Young Boys,3,0,H,,,,2023-11-07,champions_league
Porto,Braga,2,0,H,,,,2023-11-07,champions_league
Porto,Shakhtar,5,1,H,,,,2023-11-07,champions_league
Real Madrid,Leipzig,2,0,H,,,,2023-11-07,champions_league
Shakhtar,Royal Antwerp,1,2,A,,,,2023-11-07,champions_league
Tottenham,Sporting CP,1,1,D,,,,2023-11-07,champions_league
Union Berlin,Real Madrid,1,3,A,,,,2023-11-07,champions_league
Young Boys,Leipzig,1,3,A,,,,2023-11-07,champions_league
Rotherham,Ipswich,2,2,D,5.75,4.5,1.5,2023-11-07,championship
Cagliari,Inter Milan,1,2,A,,,,2023-11-06,serie_a
Tottenham,Chelsea,1,4,A,2.0,3.75,3.5,2023-11-06,premier_league
Getafe,Cadiz,1,0,H,1.91,3.1,4.75,2023-11-06,la_liga
Frosinone,Empoli,2,1,H,2.0,3.6,3.6,2023-11-06,serie_a
Torino,Sassuolo,2,1,H,2.15,3.4,3.4,2023-11-06,serie_a
Farense,Arouca,2,0,H,2.2,3.3,3.2,2023-11-06,primeira_liga
Gaziantep,Rizespor,2,0,H,2.25,3.3,3.1,2023-11-06,super_lig
Kayserispor,Alanyaspor,1,0,H,2.05,3.5,3.5,2023-11-06,super_lig
Lille,Marseille,1,0,H,,,,2023-11-05,ligue_1
Liverpool,Real Madrid,2,5,A,,,,2023-11-05,champions_league
Real Betis,Sevilla,1,1,D,,,,2023-11-05,la_liga
Roma,Juventus,1,1,D,,,,2023-11-05,serie_a
Liverpool,Luton,4,1,H,,,,2023-11-05,epl
Nott'm Forest,Aston Villa,2,0,H,4.2,3.75,1.85,2023-11-05,premier_league
Luton,Liverpool,1,1,D,12.0,6.5,1.22,2023-11-05,premier_league
Norwich,Blackburn,1,3,A,2.15,3.6,3.2,2023-11-05,championship
Alaves,Almeria,1,0,H,1.75,3.75,4.75,2023-11-05,la_liga
Valencia,Granada,1,0,H,1.65,4.0,5.0,2023-11-05,la_liga
Villarreal,Ath Bilbao,2,3,A,2.8,3.6,2.4,2023-11-05,la_liga
Real Madrid,Vallecano,0,0,D,1.29,5.5,12.0,2023-11-05,la_liga
Wolfsburg,Werder Bremen,2,2,D,1.7,4.33,4.33,2023-11-05,bundesliga
Heidenheim,Stuttgart,2,0,H,4.5,4.33,1.65,2023-11-05,bundesliga
Verona,Monza,1,3,A,3.2,3.25,2.3,2023-11-05,serie_a
Cagliari,Genoa,2,1,H,2.7,3.2,2.7,2023-11-05,serie_a
Roma,Lecce,2,1,H,1.57,3.8,6.5,2023-11-05,serie_a
Fiorentina,Juventus,0,1,A,2.9,3.2,2.55,2023-11-05,serie_a
